,Title,Text,Verified
92,Absolutely loved the phone but price could have been bit cheaper,"I phone i must say having great optimization of software with hardware, more quality apps are available when compared to google, receiving a file is the only major pain i felt till now,Battery backup is really good 2800 mAh in apple is almost like 5000mAh in android am not kidding, i have rog phone 3 it is 6000 mAh but at the end of the day the i phone has almost same % left, may be it's due to the less hz display.Despite of having 60Hz display it feels goodAnd what can i say the speakers are loud and clear compared with rog 3.45k should have been the right price for 64gb model but for 53k it's not a bad deal either, if you ask me spending 50k for an android is not worth since i phone has all hardware and software superiority.No charger is a big let down by apple. And finally 64gb is good enough if you ask me as most of those having wifi connection can easily upgrade to i cloud paying just 75rs/Month and for the average 3 years of use the price will be still 2700rs in three year. For the 128gb i had to pay 8000rs more so still i am saving around 5300rs if i chose to use i cloud from the starting day.No Finger print sensor , but it's ok the face id does it right but yes the finger print should be good. And for the notch it's ok. I phone 12 and 13 has virtually no difference so y to waste 20k more money buying the 13 just for the bit improvement of camera and brightness, hope you like my review 🙂
Read more",Verified Purchase
93,₹42750 is most affordable price…,"After 6 months uses no issues simply loved it…
Read more",Verified Purchase
94,Nice phone,"Super phone
Read more",Verified Purchase
95,Pros and cons,"i purchased this mobile in 2022. If you are looking for gaming i phone then go for pro version of i phone 13 and 14 because there are frame drops issue and battery drain is fast like my poco f1 but still you can play bgmi nicely under fast network speed and low room temperature . BTW cemra and display quality is awesome specially video quality is amazing. Battery performance is not so good, overall performance and smoothness Is OP
Read more",Verified Purchase
96,Best Iphone,"Phones been amazingI have used iphone 4s , 5 , 6s and xr but I liked it.Long battery life, not quite as good as iPhone 13 but Close. Plus I didn’t like the weight and thickness of iPhone 13  just to get maybe 45-60 minutes more time at the most. I don’t see any difference in speed between Bionic14 and Bionic 15 what so ever. And to much hype for the 120 h refresh rate, no noticeable difference at all. Also I actually think iPhone 12 pictures look better than iPhone 13 because by supposedly having slight bit more detail they over saturate the black in them. Love the thin weightless feel in iPhone 12 and have had zero issues. I’m keeping this phone till the wheels fall off. Great value.
Read more",Verified Purchase
97,Overall it’s nice,"Obviously it’s i phone so the quality is top notch. but we miss android when some features are unavailable in iphone
Read more",Verified Purchase
98,If you get iphone 12 for around 42000 then go for it.,"I purchased iphone 12 in great Indian festival sale for 41500 excluding charger. Camera quality 5/5 , Battery 4.5/5(used you tube, Netflix, safari for anime, ig, whatsApp and battery lasted 1 1/2 day). Os is so smooth and easy to use. No blotware so big thumbs up. Got ios update16.1 . Build quality feels premium. (In hand use without back cover feels so good that i cannot explain). Iphone 12 is slightly lighter in weight.I even played apex legends and fps was constant, no lag,no heating issue. Hdr content is top notch. Plus it's 5g so I can easily use it for more than 5yrs.Overall after using iphone 12 for around 2months i can say it is worth it. Overall experience 5/5
Read more",Verified Purchase
99,Camera quality,"I have used pixel 3a in the past. Camera quality is not so good in indoor lighting
Read more",Verified Purchase
100,Iphone 12,"Excellent phone. Battery back up is very good and fabulous camera. Excellent Sound quality. Very handy and less weighted phone.
Read more",Verified Purchase
101,How to decide between iPhone 11 and 12,"After thinking a lot, I decided to go ahead with iPhone 12. The original price is ₹ 84900. After credit card discount(₹6000), old phone exchange(₹3450) and reward points money(₹4530) inclusion, I bought it for ₹70920. There’s also an additional 3000 discount on red and white variants but I couldn’t let go of blue1. PRICE: Considering iPhone 11 would be supported by iOS for 4 years, based on the current price it’d cost 13k per year and iPhone 12 for 5 years would cost 14.9k(excluding exchange discount) per year. For me price gap for both phones didn’t seem to make a huge difference as IPhone 11 is already an year old and costing only a 2k less per year.2: DISPLAY: I’ve purchased iPhone 11 for my mom last year and been observing the display for some months. Compared to iPhone 11, the iPhone 12 display is far superior and has better pixel quality.3: BEZELS: the bezels of iPhone 12 are much thinner and makes the phone look decent unlike in 11. Apart from this, the phone is incredibly light making it easy to hold it.How to choose between 64/128gb:If you’re not really tight on budget, I’d suggest to go for 128gb variant. I’ve been using one plus for 1.5 years and storage  occupied about 60gb. So it’d make good sense to check your current phone usage. Either way you can also opt for iCloud 50gb storage which would cost approximately the difference amount of 64 and 128 go for 5 years.CONS:1. Could have definitely included the charger for the price2. If you’re an android user, migration would be little time consumingUpdate: I’ve uploaded a couple of pictures shot using automatic night mode. :)
Read more",Verified Purchase
102,Good and satisfactory upgrade for user having iphone series before 12,"Face scan unlock is perfect
Read more",Verified Purchase
103,Good one,"Value for money
Read more",Verified Purchase
104,Its an iphone,"Its an iphone and this statement is enough to explain it all
Read more",Verified Purchase
105,Good camera,"very good phone
Read more",Verified Purchase
106,An overpriced Average product,"I wanted to explore how good is Apple compared to Android. I must say the only good thing about this is consistency in both cameras and various different lightings. However on a number of occasions it does make you look darker than what ever you are. I find more cons tha pros so here is a list1. Network connectivity and wifi is not upto the mark. My OnePlus 9 pro will have better coverage with same wifi and network.2. At this exorbitant price, it's painful to see 60hz screen. You would find the scrolling painfully slow.3. Every accessory is expensive and the quality of these accesories is not something out of the world.4. The charging speed is really slow. Some claim fast chargers ruin the battery. But i had OnePlus phones easily lasting 3 plus of battery with fast charge. Have seen couple of iPhones draining battery within 2 years. My friends have iPhone 11 which i am referring to.5. Lack of customisation and the same boring look of the icons and you need to search numerous things to share anything.6. Face ID gets annoying at times. You need to also have other ways like fingerprint apart from passcode to unlock when u want to answer video calls.7. The nasty notch. I dont know if apple needs another decade to remove this. The new series pill shape is not either the best looking.8. Lock into the ecosystem and lack of flexibility.
Read more",Verified Purchase
107,Looks are Premium rest everything is Mediocre,"The look of the phone is definitely great.The green one looks fantastic but rest everything is mediocre.The battery backup is really bad.The selfie camera is not upto the mark and couldn’t justify its price point.The only good thing about this phone is it will make you feel premium. The rear camera takes great photos. The processor is fast.Overall android at this price point makes a huge sense.
Read more",Verified Purchase
108,Iphone 12 Amazing Phone,"The phone is fabulous its amazingly smooth got this for ₹47,999 . 4GB 64GB Blue ColourHad To buy Charging Adapter For Another ₹1800Battery Backup is not that great & screen size seems small uograding from 6.6inch to 6.1inchThe worst part was the packaging they simply gave it in a amazon plastic package no bubble wrap, no hardboard covering packaging should be improved for item worth ₹48,000
Read more",Verified Purchase
109,A great smartphone!,"Loved this phone. Got it only for 45k during the sale.  Camera quality, built quality, everything is great. Though not fond of the battery backup, I guess that’s a problem with every iPhone.
Read more",Verified Purchase
110,Super iPhone,"Mobile is great and genuine. And  brand is brand fill with lot of features.which are not get in android’s. And after update added more.Camera quality is super…….battery is good for whole day with medium use.. light weight mobile..drawbacks-no fingerprint.no audio jack.only one physical sim slot. No charger. Cable is costly. Paid WhatsApp data transfer..upper status bar is smaller than android..Other than really satisfied with this iPhone 12…
Read more",Verified Purchase
111,Good purchase,"Good for everything
Read more",Verified Purchase
112,Outstanding & Best selling iPhone,"The iPhone 12 sports a gorgeous design, full 5G support, great cameras and strong performance. However, the limited base storage is a drawback even at its new reduced price.👍Beyond adding 5G, Apple has equipped the iPhone 12 family with its powerful new A14 Bionic processor, a Super Retina XDR display, a more durable Ceramic Shield front cover, and a MagSafe feature for more reliable wireless charging, and support for attachable accessories.Pros+Attractive new design with MagSafe👍+Comprehensive 5G coverage👍+Impressive dual cameras👍+Fastest performance in this price range👍+Solid battery life👍Cons-Lacks 120Hz display (minor)-No optical zoomApart of this it’s design can win ur heart at first look, Ratina X display is awesome & if you r using iPhone 11 or later then there is significant improvement in terms of sound, display & weight, it is too skinnyFor me this is most sexiest phone ever 👍
Read more",Verified Purchase
113,Great offer and easy delivery,Read more,Verified Purchase
114,Good,"Good battery life
Read more",Verified Purchase
115,iPhone is best,"iPhone is best and camera quality is awesome 🤩 but neither Amazon did not gave me 1000 cash back of BBD nor their support agent help me to resolve the issue they just open a ticket that no one responds.However iPhone is awesome trust me.
Read more",Verified Purchase
116,All okay except battery,"The product is  original and I'm completely satisfied with the size, before I thought  mini would  be cute and compact but as an android  user i feel 12 is compact and a little  bit smaller than norml android phones. Also the stock keyboard is very small so I use swift keyboard  so if you are planning  for mini  please  reconsider  your  thoughtsPros: Camera, Video, Audio, build quality, DisplayCons: Small keyboard, Going to previous screen is not easy like android, Case cover is must because  smudge comes easy in backside, Little  bit feeling hotter than Android.Update: After using it for a week, the battery is very very bad in ios 16, an android user will not feel good.But I use it on table, so it's not a problem for me. If I decide to use it for outdoor video recording, I'll definetly buy a powerbank, otherwise this will be a disaster.
Read more",Verified Purchase
117,Apple-Iphone is the best !!,"Apple-Iphone is the best !!
Read more",Verified Purchase
118,99.99% Perfect Smartphone !!,"Nicely packed !! Kudos to seller !!I was very much confused between iphone 11 and this one as the price of iphone dropped ... But i am glad i chose this over iphone 11.1.Display:Main upgrade in iphone 12 is the oled display. Boy o boy the screen is amazing. I have user many android flagship's but this beats them all.2.Battery:Battery is amazing. I am getting 1.5 days of battery life with my usage.PS: i dont play games.3.IOS:This is my 1st iphone and the experience with ios is great ... Very smooth animations ..even though its not 90hz screen but everything is buttery smooth.4. Camera:The pics from this phone is superb. FLAGSHIP LEVEL CAMERA! You will not be dissapointed.5 Build &Design :This phone looks and feels very premium compared to other phones.Very comfotable to use.6.Face Id:Face id works very fast and accurate in low lighting conditions.7.Updates:Ios14 is good and we can expect another 4yrs of software  updates thats huge !Cons:1.Priced very high but it may be because of high taxes and custom duty.2.No charger and earpods in the box.3.Notifications are a mess ...android is better in managing new notifications.Overall a great Phone IF You are OK with the Price !!!
Read more",Verified Purchase
119,Deffect,"Got a little bit of deffect in camera bump but its hardly noticeable
Read more",Verified Purchase
120,Battery backup issue,"I like camera but battery backup issue
Read more",Verified Purchase
121,Heating problem,"Bahut heat Hota Hai normal hone ke liye 2 hours without use phone rkhana hoga  aur normal use kro phir bhi heat hota hai Darshita  Electronics seller Ka to product Kabhi life Me mat lena log defect product selling krta hai mare sath aeisa huaa hai
Read more",Verified Purchase
122,All good,"I think the packaging need to improve more. Coz the phone was just coming in a simple package without any safety covers
Read more",Verified Purchase
123,Didnt like the product. Not using it,"Didnt like the product. Android is the best. 1. Issue in data transfer. 2. Camera is mirror image not like Android. Apple store asking money to transfer data. I made a mistake to buy this
Read more",Verified Purchase
124,Very good,"Very good
Read more",Verified Purchase
125,"its 100% original product, fully satisfied with product and delivery so thank you amazon ❤️❤️","The media could not be loaded.
                



 I think this is the best way to afford best phones by amazon company so i thank to amazon for providing original products and more good servicers to provide best sales and delivery offers so thank you im so glad to have this season of sale that makes me happiest year thank you......
Read more",Verified Purchase
126,Except battery everything is fine,"Battery drains very fast . As all iPhone Camera quality is gud.Compact size..But not happy with battery backup
Read more",Verified Purchase
127,Best under 50k,"Best cameraTop notch hardware and softwareVery smooth experienceDisappointed  by battery life only getting SOT of 9-10hrs although if you are not a heavy user it can easily last 1 day
Read more",Verified Purchase
128,Overall I am satisfied with the product,"Overall I am satisfied with the product
Read more",Verified Purchase
129,iphone 12 product red,"im writing this review after the 2 months of usage its my dream come trueyes its iphone 12 product red(24 hrs delivery) got it from Amazonthough i got 64gb but its great mobile ever.desing is as 5s and over all performances is damn good.battery as all the iphone users knw very well so need not to explain.
Read more",Verified Purchase
130,Best,"Very good
Read more",Verified Purchase
131,Amazing apple product,"Very nice device for gaming, photo graphs, making video and easy to use i am happy with my amazing phone
Read more",Verified Purchase
132,Premium feel and reliable,"Phone is perfect, the look and feel is premium. drawbacks according to me :is not having always on display and notification light at this price.As i switched from android i am not able to use third party apps like YouTube vanced , spotify premium and other good side apps.
Read more",Verified Purchase
133,Awesome phone!!,"Very nice and smooth phone, faster and secured too. Display is so great.
Read more",Verified Purchase
134,Happy,"Migrating from iPhone SE first generation to iPhone 12. Pleasant experience. One star less why because delivery was inordinately delayed.
Read more",Verified Purchase
135,Good phone,"Camera is good nd colour also good
Read more",Verified Purchase
136,Got it safely.,"I got the 256gb variant for just 56.5k as I ordered it on 22nd sep and the prices had already dropped at 11:56pm, the sad part is that they keep increasing the price from the first day only. 6 days later, the price is now 62k. It came safely and works well. Always record an unboxing video and ask the derivery person to wait if possible (I didn’t make him wait in my case, just recorded unboxing). I checked everything and the serial no. on the apple site. I’ gonna use it in my mbbs journey that is about to start soon and I’m so glad. I was worried first because I had ordered my ipad pro in 2020 from the official site only and I have a hard time trusting online retailers for buying electronics but thankfully it’s authentic. Be careful and good luck guys!
Read more",Verified Purchase
137,i phone 12 128 gb,"very nice phone and delivery was very good and packing was very good  and safe delivery and good experience  value  of money👍
Read more",Verified Purchase
138,Good phone,"It’s good phone but for the new user, especially android user it’s difficult to use for few days.Apple does not provide any accessoriesThe cable it provides doesn’t work on normal adopter. You need to buy one.Add price of these adopter and headphone also to the phone.
Read more",Verified Purchase
139,Value for money if u are buying it with offers and deals,"The media could not be loaded.
                



 Value for money iphone in 2022, only if you are getting it on offers and deals otherwise you have to pay 8-10k more as its original price. I buy it in “great indian festival” sale under prime membership on 23sep. Mid night prior access.Under 41k with HDFC credit card without any card offer .
Read more",Verified Purchase
140,Super,"Good
Read more",Verified Purchase
141,Great Purchase in great indian sale 2022,"I am not a fanboy of apple but just wanna try apple phone at once and its a first day review. Mobile looks good and very handy to use it. Price is always high of apple products but I purchased this at 44k without charger. Great Purchase and I will edit my review after one month of use. Thanks amazon.
Read more",Verified Purchase
142,battery,"battery not up to the mark
Read more",Verified Purchase
143,BEST price,Read more,Verified Purchase
144,Nice product,"It’s simply awesome ❤️
Read more",Verified Purchase
145,As expected,"Hearing loss when talking on the phone.
Read more",Verified Purchase
146,Camera is decent but battery is not upto the mark  for heavy users,"Pros- decent camera, display is amazing, phone is compact and handy.Cons- battery is not upto the mark, phone heats up when multitasking
Read more",Verified Purchase
147,"It’s just like any other Android phone, it’s boring.","Boring phone.
Read more",Verified Purchase
148,"It's awesome. Camera is good, battery is one whole day. Performance is top notch.","Phone came after 7 days, with amazon sealed package. Always check the number.Phone condition is good. No bubble wrap or card board boxwas provided. It also help me to identify the box over the package.It's a beast. Good looking.Camera_ for me it's awesome till now.Performance_ Top notch, just within a millisecond.Battery_ a whole day with no issue.Design- it's too good.
Read more",Verified Purchase
149,Great,"The product is great and it works great but the delivery time was very long. I had to wait approx 2 weeks to get a hand of it even after i stay near delhi. no complaints about the product though, just the delivery time.
Read more",Verified Purchase
150,heating issue,"IPhone 12 is very good butreason for giving four stars because Gets hit even in light use
Read more",Verified Purchase
151,Fantastic Mobile.....,"I have moved from Android to IOS for the first time. Really its a great upgrade and a totally different experience.Phone is great in all the aspects like Display, Battery Life, Call Quality, Awesome Camera.....Beaware of all those rumours that we can't download anything from G Drive or can't move WhatsApp Chat Backup etc. Everything is possible and in IOS there is a specific steps to follow.If you are Android user and willing to switch/upgrade to IOS then you are most Welcome.Iphone 12 meets all your day to day requirements and in the budget of 40k its a beast.....
Read more",Verified Purchase
152,Weak Battery,"Battery is weak.Everything else is good
Read more",Verified Purchase
153,Beast,"This is not an exaggerated review. I have used Xperia, Pixel, and iPhone most of the time. So far I have used Xperia Z/X/Z3 compact, Pixel 2/3/4A, iPhone 8/XR/11 and now using this iPhone 12.In my opinion, this is the best phone I have ever used and it is one of the best smartphones available in the market, even in 2022.Pros: Great display, buttery smooth performance, excellent RAM management, iCloud services, camera, and of course battery life. Initially, I was worried because of the battery life. Because on paper it is just a 2815 mAh battery. But the way the A14 chip manages the performance and battery is spectacular.Cons: No telephone lens. Though I hardly require it (but this is the only cons I think it has).
Read more",Verified Purchase
154,Camera awesome 👍👍,"Very good mobile ...camera quality is superup
Read more",Verified Purchase
155,Charm,"Shifted from Driod to Apple and it’s worth it … now I know what these crazy apple lovers were harping all about .. now I know … hahaExpensive though … but for me it came as a gift … sooo yeahGo for it
Read more",Verified Purchase
156,Best phone,"Me being an android user switched to IOS coz get iPhone experience … with just 48k iPhone 12 64 gb must phone to buy because it’s performance is super awesome,camera is good,battery backup should’ve increase to 4000 mah at least but I’m supprised with just 2815 mah it lasts 1 day to few more hours,it’s quick responsiveness is pretty good…Overall awesome phone 😍
Read more",Verified Purchase
157,Good Performance,"I have only one dislike, if the phone is off and the phone rings there no option to decline the call. As you know I am a new iPhone user. I have brought an iPhone for the very first time. So, it will take time for me to get used for it. But the camera quality and battery life has shown a sudden improvement. Thank you apple.
Read more",Verified Purchase
158,Quality +Delivery Fantastic!👍,"The media could not be loaded.
                



 Delivery was very greatYou trust on this seller I have get this product in good time, delivery boy was very polite,fast working, everything was greatBut you should add free charger
Read more",Verified Purchase
159,Excellent Phone,"Battery life is poor. No VoLTE calling. Excellent camera.
Read more",Verified Purchase
160,Product is The packaging of the product is very poor.,"Packaging was very poor just corrugated box for iphone. I don't happy with it. Product can damage with this type packaging.
Read more",Verified Purchase
161,Nice quality product ❤️,"The media could not be loaded.
                



 Perfect
Read more",Verified Purchase
162,Basic accessories are missed,"Basic Accessories should be given by the company .... atleast chargeroverall it is ok
Read more",Verified Purchase
163,Premium phone with poor battery and average camera,"I have upgraded from four years old iPhone 7.Only noticeable change is screen size and face unlocking.Camera doesn’t adjust exposure properly and I must say not much better from iPhone7.Let’s bear this for next 4-5 years 😊
Read more",Verified Purchase
164,Very smooth interface to use and brilliant screen.,"Apple at its best, as usual. But Battery life could have been better.
Read more",Verified Purchase
165,In hand feel Premium phone,"I am worried about delivery what's happened in my case because so many negative review and bettries issue but trust me guys when i open the box product is genuine and now blindly trust on Amazon delivery.Any i am using after 3 days phone my review is so called people complaint about bettery but trust me guys i am using 8-9 hours heavy use with out any heat and battery sudden drain if you use long time phone without battery drain, go to settings and general nd off background application use.Display and looks classy when i go to shop apply tuffon glasss all other person just see the phone and me😂Thanks Amazon
Read more",Verified Purchase
166,"Super awesome, so handy good camera. Battery backup is also good.",Read more,Verified Purchase
167,iPhone the name is enough,"It’s been a week using iPhone 12 I booked on 12:02am on prime day sale I got delivered morning after 11 am super fast delivery . First time iPhone user I had some difficulty getting to it but now fine  The battery backup i av to say one of the best being a heavy user lets say i charged up to 97% removed charger at 9am the time I am posting this I av remaining 57% at time 7:55pm. And I believe you all want to know about battery backup other things about iPhone ever kids knows so that’s it one of them best iPhone. Remember go for minimum 128 GB version
Read more",Verified Purchase
168,It’s iPhone simply the best,"Am user of iPhone since last 8 yrs so no regrets on upgrading to this one. Video is far excellent and build quality is superb. Have an android phone and don’t feel like using it
Read more",Verified Purchase
169,One of the best phone,"Honest review after one month of purchaseI have purchased this in diwali sale in only 51990. And the phone is awesome looking best.The battery life is good.This is the one of the best phone. I bought from darshita electronics on Amazon this is the best and trusted seller on Amazon.
Read more",Verified Purchase
170,Build and processor is so solid,"iPhone is a dream product for a middle class family and not esey to buyBut if you buy itt it’s not disappoint you in any criteria
Read more",Verified Purchase
171,Beyond Expectations,"With soo many innovations in Iphone series, i did not expect this one to be soo great.I love it, the midnight black colour is lovely. With the Face ID features and quick access to all the apps in App Store, this series is a must buy.
Read more",Verified Purchase
172,Average,"Like style lookDislike camera
Read more",Verified Purchase
173,iPhone 12 ...order from amazon.....fully satisfy from delivery and product. Great job amazon...👍,"iPhone 12 ...best deal in 2022...you can also go for this ..no issue ..excellent experience with iphone 12.
Read more",Verified Purchase
174,Best performance and camera,"Performance - It has very good performance, ram management is too much goodCamera - Camera performance in day light is awesome and in night is also very good. Video quality is unbelievable, video stability is wonderful.Battery - battery is not too good, not running whole day if we use heavily. Average backup 10 to 12 hours .
Read more",Verified Purchase
175,Good value of money iPhone,"What I like:-1. Software experience2. compact design3. camera qualityWhat I don't like:1. touch response2. screen refresh rate3. battery backup4. overheat when charged with apple original 20 watt
Read more",Verified Purchase
176,iPhone craze,"Camera is good, battery should have been an issue for prolonged screen users
Read more",Verified Purchase
177,Nice mobile,"‘Dehh
Read more",Verified Purchase
178,I miss my OnePlus 6,"Android v/s iOSPro Apple1. Tons of privacy features and solid implementation. Every new app installed needs permission to send notifications.And with a future update, facebook won't be able to track what you're doing in other apps outside of Facebook. This deserves an applaud. 2. BatteryThe battery is amazing, giving more than 6 hours of screen on time. OnePlus can't touch this. If you bring this up with them, they'll distract you by saying it has fast charging.3. Camera - photos are ok and decent BUT, DAMN, the video quality is amazing. Totally stabilized ready for uploads.4. Build Quality - SOLID.5. Continued updates for years and years. An android may last you 2-4 years, and the updated would be ""raam bharose"", but these new iphones especially will easily last 5 years minimum with no compromises on software and security upgrades.6. Less features, but they work 10/10. Example, auto fill OTP option in keyboard works every single timein iPhone. In Android, if your keyboard is open already before the otp arrives, then this feature won't work. Half baked implementation.Pro Android / Anti - iOS1. Notifications. Notifications centre on iPhone SUCKS. I have missed email notifications regularly. Android does this so well.2. Implementation of new app library feature sucks. This creates a very confusing situation. The way to solve this would be if the auto-folders in app library could be manually managed.3. Screen Sizes and Notch - The Notch is a disgrace for iphones when the iphones have reached the level of punch hole displays. Hoping the next year's model can make it better.4. No Truecaller in iPhone and no call recording. I can forgive the call recording considering the privacy first model, but truecaller is a pro to privacy.5. CHEAP QUALITY OF CHARGING CABLE. For a luxury brand, this is a disgrace.6. PRICE - Yes, iphones are expensive BUT, paying +10-15k for a phone available cheaper in Dubai / USA really pinches. Damn Taxes.7. Yes iPhones run smoothly but don't think that these don't stutter. I face very light stutters now and then and I restart at least once a week whenever I encounter it.I'll probably give this phone to my family member against their iPhone x since they're way too deep in ios ecosystem now.
Read more",Verified Purchase
179,Upgrade from iPhone 7 to iPhone 12 and it’s worth,"Excellent phone and worth the upgrade from iPhone 7.Pros:Looks slimFlat designBatteryDisplayGreat Indian festival discount came with the price of 41.5k and additional card and exchange discountLooks so premium deviceCons:Amazon delivery took more than 20 days to deliver the phone and that do after continuous follow up over chat and call in the interval of every 2 daysGreat Indian festival Discount products are delivered intentionally late.Next time take a pause before buying in the discount sale and buy or buy from offline store if there is no much price difference
Read more",Verified Purchase
180,Outstanding product and delivery on time,"iPhone 12 is awesome phone,first i was scared to purchase but after receiving it perfectly,I recommended you all to just go for itBut before taking the product from delivery boy make sure to make a unboxing video of it😄
Read more",Verified Purchase
181,Happy with product,"Happy with product.... awesome quality
Read more",Verified Purchase
182,Battery is most important!,"Phone gets very hot when charging, And also the battery drains very quickly And it is not right to be in such an expensive phone
Read more",Verified Purchase
183,Awesome 👍,"Very nice 👍
Read more",Verified Purchase
184,Battery giving problem,"Not happy
Read more",Verified Purchase
185,Perfect,Read more,Verified Purchase
186,exactly as described,"It is a little heavy & cumbersome  to hold. If I had waited for a week more I would have got a discount of Rs. 7000/- approximately. Unfortunately I couldn't so ordered it a week before the big Amazon festival.
Read more",Verified Purchase
187,Apple is above all,"Premium feel
Read more",Verified Purchase
188,Going to stick with Apple forever now !!,"If you ever have doubts then rest assured it is the product of the ages. I agree that price will always pinch the buyers a little.But man oh man !!Iam never going back to android. In love with iphone.  It is literally smooth as butter i mean LITERALLY !!The camera is so premium it’s like you are actually shooting a 4k movie.Loved it 🤩
Read more",Verified Purchase
189,"Not worth to buy iPhone, battery backup very Low...","Recently buy 2 mobiles, and this iPhone 12.Camera quality : 3.5 /5Battery backup : 1/5Software OS : 4.7/5Security: 4/5 (if one can understand then 4.9 else headace)Audio and video : 4/5Hardware design : 4/5 (hand comfortable but one design for all type of iPhone 11,12, 13, 14 )Application : 4/5 ( most of app works well but still some paid and other not work)Performance: normal use good, battery exhaust too soon, overall good.No biometric security.Same design seems lazy in hardware design.Who sees the bionic chip and calculate performance and improvement.Not worth to buy IPhone 12.
Read more",Verified Purchase
190,Superb phone,"This is my 4 th I phone previously I used I phone 6s se2020,I phone 13 but I was unlucky that my I phone 13 was stolen I was tracking 13 but lost in one day so I purchased I phone 12 this time and I think it is the best of all I phone I used even I feel better then 13
Read more",Verified Purchase
191,blah blah blh,"i got in in big billion days at 39k INRdelivers next dayworking quite well nd amazing camera
Read more",Verified Purchase
192,Battery not good battery very pure not bay,"Battery not good battery very pure not by
Read more",Verified Purchase
193,Good,"Mast
Read more",Verified Purchase
194,Great,"It was hard switching from ios to android but now switching from android to ios is even harder cause android is so much easier 😁. Anyways about the phone its great in every way. No complaints. But for longer battery larger models are ofcourse better but this serves the purpose for the day seamlessly. Love it.
Read more",Verified Purchase
195,The best phone I have ever had,"I Have been using it for 3 months…….no issues…..battery health still at 100 percent………amazing camera ……amazing performance…....No legs no bugs ………still most recommended in 2023 ….
Read more",Verified Purchase
196,IPhone mil gya,"Thik thak hai
Read more",Verified Purchase
197,Nice,"Excellent
Read more",Verified Purchase
198,Value for money’but storage is small,"I purchased this phone bbd sale 44k ₹ in this price the phone is really good
Read more",Verified Purchase
199,Quality product with brand value,"iPhone has a legacy & different class in cell phones. All good but battery disappoint little bit .
Read more",Verified Purchase
200,It is what it is.,"The media could not be loaded.
                



 Got this for a friend on the amazon sale for 46.5k. This is the lowest price this model has ever gone down to, so I was a bit skeptical in the beginning(hoping it was not a pile of rocks or a used product). The phone reached on time as promised and was packed well and the box felt solid. The build quality is really good and everything seems to be working fine on switching it on and testing it. If you are in the apple ecosystem, then you will enjoy this phone. But me personally, I appreciate my oneplus 9 pro much more after experiencing the iphone 12 for a while. Enjoy the ASMR unboxing video!
Read more",Verified Purchase
201,Iphone 120,"Awesome phone and quality too good on amazon
Read more",Verified Purchase
202,Authentic Product!,"I was very sceptical after ordering a phone off of Amazon, even had nightmares about it being a counterfeit product, but i received the product today and I'm so glad that wasn't the case! cross-checked by putting in the serial number on the Apple website. the phone was not very well-protected though, just came sealed in a bag with no cardboard box to protect it. everything was fine with this particular delivery but things could still go wrong in many ways. overall, good experience and a great phone, thanks Amazon and Darshita Etel!
Read more",Verified Purchase
203,Superb,"Nothing to say about ios .
Read more",Verified Purchase
204,Best,"Best my phone
Read more",Verified Purchase
205,Good,"This product is some working
Read more",Verified Purchase
206,Got 12 again but this time for my brother,"I have bought  12 last year and bought this one again for my brother during Amazon great festival yesterday. Earlier we have planned to buy 13 but due to only limited usage we thought of purchasing this wonderful phone in just 42k. Previously we bought black but this time white and I’m kind of jealous because white looks superrrbbbbb!!  13 is way more a good deal right now with just 55k for 128 variant but as I said we have limited usage like one of professionals lol so settled on 12
Read more",Verified Purchase
207,"Amazing, great as they stated!!","What to say, in comparison to 13, this should be the purchase for you all, as spending some more bucks to get features that isn’t so required and necessary is just being fool I guess.If want to go further you can go with pro models,, but stating this that this particular piece is just awesome.Feels like 120hz of android but it’s actually 60 hz, that’s the power of iPhone, smooth transitions, no lagging.
Read more",Verified Purchase
208,Very good mobile. Loved the premiumness.,"Very good phone. Nice speed. Nice camera. Heats up while charging but cools down fast. Battery is average. Performance is very good. Hardware loved it. UI is smooth. But not so user friendly.
Read more",Verified Purchase
209,"Good phone with premium looks in budget ,you won’t feel outdated for few years","Facebook seems little delayed and forces for password for multiple times in a day
Read more",Verified Purchase
210,Battery backup is wrost,"All is good but battery backup bery bad
Read more",Verified Purchase
211,No original seal,"Phone is working properly but the box that it came in was not having original seal and also for that amazon customer service didn’t took my complaint as well.
Read more",Verified Purchase
212,Average performance,"It’s gets  heatup within 15 minutes of bgmi gaming as per comments from other users it seems like the issue is in ios 16 hope it will resolve soon
Read more",Verified Purchase
213,"Average camera , not so good quality photos in low light","Overall good experience IOS but not that WOW factor
Read more",Verified Purchase
214,Review after 1 month of usage,"I am very pleased that I bought the iphone 12 (128gb), Got it for 49K on Amazon prime day. So as a lifelong android user I have switched to IOS. The iphone 12 is a great phone with a lot of improvements. It has the best camera on the market..it works good in low light, the software is much improved, and the battery life is long lasting.🤗🤗
Read more",Verified Purchase
215,well enough good picture and video creation also it has good battery life which is longer,"These all things is running smoothly I'm glad to have this phone which was my dream earlier.
Read more",Verified Purchase
216,Brand wise Expansive yet Quality and UI still advantageous to Apple,"Apple brand is expansive... No doubt. A better quality phone can be purchased in this budget but when you enter in to the Apple Eco-System, it suck you in like anything and you have to buy their products.Let's hope Apple will better their offering to thwart the competitionb otherwise one day a better brand can eat their pie.
Read more",Verified Purchase
217,Genuine product received,"The media could not be loaded.
                


Read more",Verified Purchase
218,Camera quality is good but battery life is not good.,Read more,Verified Purchase
